Transaction_ID,Transaction_Date,Product_ID,Product_Name,Category,Sub_Category,Product_Type,Region,Quantity_Sold,Unit_Price,Discount,Cost_per_Unit,Total_Sales,Profit,Inventory_Stock,Inventory_Days,Seasonality_Tag,Store_ID
T08017,2024-07-27,P7505,Mrs Decor,Home,Decor,Standard,East,4,325.2,19.52,211.92,1222.72,375.04,7,76,Spring,S955
T08018,2025-03-03,P1842,Number Team Sports,Sports,Team Sports,Budget,West,1,462.83,21.55,280.08,441.28,161.2,38,82,Summer,S911
T08019,2025-01-27,P3601,Much Fitness,Sports,Fitness,Premium,East,5,149.2,10.71,86.89,692.45,258.0,6,47,Summer,S790
T08020,2025-02-01,P9809,Senior Women,Clothing,Women,Standard,West,9,13.75,1.26,9.61,112.41,25.92,64,120,Spring,S163
T08021,2024-10-01,P9302,Push Women,Clothing,Women,Budget,North,1,369.88,4.78,209.25,365.1,155.85,13,107,Spring,S648
T08022,2025-02-16,P4936,Team Men,Clothing,Men,Budget,North,9,52.96,4.81,27.59,433.35,185.04,69,75,Spring,S880
T08023,2024-09-18,P5985,Never Outdoor,Sports,Outdoor,Budget,South,3,488.46,45.04,254.89,1330.26,565.59,5,41,Spring,S931
T08024,2024-11-10,P9300,Wall Fitness,Sports,Fitness,Budget,North,6,99.36,4.8,50.78,567.36,262.68,30,138,Winter,S380
T08025,2025-03-22,P8023,Beautiful Women,Clothing,Women,Budget,North,10,253.35,32.9,185.07,2204.5,353.8,20,28,Autumn,S156
T08026,2024-05-18,P8472,Strategy Laptops,Electronics,Laptops,Standard,East,6,483.44,6.87,292.69,2859.42,1103.28,89,157,Autumn,S874
T08027,2024-11-14,P8660,Up Outdoor,Sports,Outdoor,Standard,North,1,61.24,5.48,41.86,55.76,13.9,86,104,Summer,S707
T08028,2024-08-08,P1185,Strategy Appliances,Home,Appliances,Standard,South,4,461.76,54.9,296.21,1627.44,442.6,71,128,Spring,S567
T08029,2025-04-24,P6611,By Team Sports,Sports,Team Sports,Budget,East,6,337.49,16.72,210.64,1924.62,660.78,31,62,Winter,S401
T08030,2024-07-22,P9758,Myself Fitness,Sports,Fitness,Budget,West,5,456.25,61.98,278.75,1971.35,577.6,33,24,Summer,S441
T08031,2024-11-02,P8623,Care Kids,Clothing,Kids,Budget,West,3,274.82,14.93,189.16,779.67,212.19,54,130,Summer,S122
T08032,2024-08-28,P7084,Reduce Team Sports,Sports,Team Sports,Premium,North,6,271.69,36.75,195.74,1409.64,235.2,27,153,Summer,S305
T08033,2024-06-18,P2049,Pay Laptops,Electronics,Laptops,Premium,East,6,79.23,11.23,48.99,408.0,114.06,40,88,Summer,S721
T08034,2025-02-12,P5221,Score Accessories,Electronics,Accessories,Budget,North,2,326.79,1.45,223.41,650.68,203.86,77,34,Winter,S654
T08035,2025-01-16,P6261,Reduce Appliances,Home,Appliances,Premium,North,5,186.52,8.27,131.16,891.25,235.45,66,137,Winter,S593
T08036,2024-12-01,P1778,Only Team Sports,Sports,Team Sports,Budget,North,7,193.58,8.2,108.1,1297.66,540.96,14,143,Summer,S801
T08037,2025-02-17,P2584,Ask Smartphones,Electronics,Smartphones,Premium,South,3,295.82,32.07,173.4,791.25,271.05,13,101,Autumn,S732
T08038,2025-01-19,P9244,Glass Decor,Home,Decor,Premium,South,6,163.85,17.2,115.11,879.9,189.24,63,24,Spring,S231
T08039,2024-05-20,P4360,Fast Team Sports,Sports,Team Sports,Budget,South,6,63.58,0.92,32.49,375.96,181.02,29,1,Spring,S218
T08040,2024-06-27,P2858,Who Men,Clothing,Men,Budget,East,4,113.26,4.72,80.11,434.16,113.72,15,67,Winter,S311
T08041,2025-01-12,P5652,People Men,Clothing,Men,Premium,East,9,370.69,65.14,274.55,2749.95,279.0,68,52,Spring,S338
T08042,2025-04-03,P7255,Audience Appliances,Home,Appliances,Budget,North,4,155.9,4.3,104.75,606.4,187.4,13,162,Autumn,S854
T08043,2024-11-19,P1747,Form Accessories,Electronics,Accessories,Standard,West,8,299.27,16.35,221.7,2263.36,489.76,12,95,Summer,S271
T08044,2025-03-01,P4631,Hundred Accessories,Electronics,Accessories,Budget,South,8,376.04,36.29,295.02,2718.0,357.84,20,69,Spring,S588
T08045,2024-11-24,P5557,Make Team Sports,Sports,Team Sports,Standard,North,2,166.74,5.54,95.92,322.4,130.56,95,125,Spring,S856
T08046,2024-12-13,P4853,Position Team Sports,Sports,Team Sports,Premium,North,9,157.81,8.64,124.86,1342.53,218.79,21,71,Winter,S289
T08047,2024-12-15,P5397,Fight Women,Clothing,Women,Standard,West,3,264.89,41.02,211.21,671.61,37.98,10,120,Spring,S292
T08048,2024-06-02,P6739,Blue Women,Clothing,Women,Standard,West,7,255.59,0.17,167.23,1787.94,617.33,53,165,Winter,S784
T08049,2024-11-04,P7400,Help Decor,Home,Decor,Premium,West,2,110.55,1.46,69.6,218.18,78.98,44,65,Spring,S427
T08050,2025-02-19,P2369,Different Men,Clothing,Men,Premium,West,7,261.06,6.15,189.24,1784.37,459.69,96,175,Winter,S840
T08051,2025-03-09,P7748,Social Kids,Clothing,Kids,Budget,West,5,306.01,27.31,208.46,1393.5,351.2,35,164,Winter,S422
T08052,2024-05-12,P9783,Billion Decor,Home,Decor,Premium,North,4,381.46,25.86,205.95,1422.4,598.6,38,50,Spring,S685
T08053,2025-03-26,P2922,Music Appliances,Home,Appliances,Standard,East,7,383.85,23.73,300.9,2520.84,414.54,25,35,Winter,S824
T08054,2024-09-28,P8678,Name Team Sports,Sports,Team Sports,Budget,West,7,270.43,22.2,173.29,1737.61,524.58,95,137,Summer,S440
T08055,2024-12-17,P9234,Customer Fitness,Sports,Fitness,Standard,South,7,324.76,54.18,193.15,1894.06,542.01,15,149,Summer,S218
T08056,2025-03-27,P1156,Owner Decor,Home,Decor,Standard,South,3,32.15,0.06,23.07,96.27,27.06,11,77,Summer,S763
T08057,2024-09-11,P6041,War Kids,Clothing,Kids,Standard,East,1,486.86,78.87,285.4,407.99,122.59,43,144,Winter,S924
T08058,2024-10-18,P6875,Threat Outdoor,Sports,Outdoor,Budget,North,4,304.07,15.15,212.74,1155.68,304.72,61,162,Summer,S512
T08059,2024-10-29,P6588,Whose Decor,Home,Decor,Standard,North,6,410.63,30.98,315.32,2277.9,385.98,42,133,Summer,S214
T08060,2024-09-14,P1918,Exactly Laptops,Electronics,Laptops,Budget,West,10,62.61,1.61,33.57,610.0,274.3,43,17,Autumn,S605
T08061,2024-10-06,P5456,Six Appliances,Home,Appliances,Premium,North,10,490.67,94.51,247.96,3961.6,1482.0,59,11,Summer,S850
T08062,2024-11-08,P8367,Sport Smartphones,Electronics,Smartphones,Standard,West,8,479.92,27.64,262.86,3618.24,1515.36,79,109,Summer,S168
T08063,2025-02-13,P1920,Base Appliances,Home,Appliances,Premium,South,4,110.11,3.64,61.56,425.88,179.64,37,6,Summer,S471
T08064,2024-10-20,P7060,Week Outdoor,Sports,Outdoor,Budget,West,10,154.75,20.71,101.32,1340.4,327.2,70,150,Winter,S674
T08065,2024-12-06,P7204,Short Men,Clothing,Men,Budget,West,2,396.44,46.34,236.73,700.2,226.74,43,128,Spring,S153
T08066,2024-08-12,P8771,Size Men,Clothing,Men,Premium,South,8,173.27,12.79,131.72,1283.84,230.08,24,39,Summer,S651
T08067,2024-07-18,P9096,Cut Kids,Clothing,Kids,Budget,East,7,159.71,11.05,116.05,1040.62,228.27,33,9,Summer,S746
T08068,2024-06-23,P4959,Class Appliances,Home,Appliances,Budget,South,5,66.38,3.15,52.58,316.15,53.25,74,39,Summer,S209
T08069,2025-01-12,P9302,History Team Sports,Sports,Team Sports,Budget,West,6,463.44,42.86,246.05,2523.48,1047.18,21,40,Autumn,S925
T08070,2025-01-06,P4469,Message Men,Clothing,Men,Premium,North,1,441.39,33.85,262.01,407.54,145.53,42,26,Spring,S868
T08071,2025-05-04,P8682,Yes Accessories,Electronics,Accessories,Standard,East,5,441.03,77.0,303.75,1820.15,301.4,15,71,Spring,S499
T08072,2025-01-26,P7842,Her Furniture,Home,Furniture,Premium,East,7,19.86,2.92,11.56,118.58,37.66,58,99,Spring,S394
T08073,2025-02-26,P6612,Look Fitness,Sports,Fitness,Premium,East,1,11.6,0.09,8.7,11.51,2.81,68,6,Winter,S826
T08074,2025-04-22,P2728,Entire Smartphones,Electronics,Smartphones,Standard,East,6,248.94,2.7,165.44,1477.44,484.8,15,40,Autumn,S543
T08075,2024-08-29,P4024,Society Kids,Clothing,Kids,Budget,South,10,63.14,0.09,39.61,630.5,234.4,36,32,Autumn,S971
T08076,2024-05-23,P9847,Level Outdoor,Sports,Outdoor,Standard,West,8,187.08,27.44,117.15,1277.12,339.92,32,48,Summer,S771
T08077,2024-09-09,P5997,He Decor,Home,Decor,Premium,South,10,315.95,1.95,195.43,3140.0,1185.7,2,4,Autumn,S257
T08078,2025-04-14,P7209,Picture Decor,Home,Decor,Budget,South,5,124.3,0.36,97.95,619.7,129.95,22,138,Summer,S845
T08079,2024-08-07,P4165,Her Women,Clothing,Women,Standard,North,8,421.15,74.3,321.9,2774.8,199.6,60,48,Spring,S591
T08080,2024-05-11,P3526,Prove Laptops,Electronics,Laptops,Budget,South,7,188.46,33.48,136.88,1084.86,126.7,34,132,Autumn,S997
T08081,2024-06-25,P4447,Director Team Sports,Sports,Team Sports,Standard,East,10,495.8,30.35,313.27,4654.5,1521.8,37,140,Winter,S362
T08082,2024-06-01,P6454,Have Kids,Clothing,Kids,Budget,West,1,401.89,70.14,232.4,331.75,99.35,38,126,Winter,S200
T08083,2024-10-17,P5393,Congress Men,Clothing,Men,Budget,West,5,115.64,3.32,60.53,561.6,258.95,99,61,Spring,S732
T08084,2025-02-13,P4254,Dark Women,Clothing,Women,Budget,West,5,325.86,63.39,182.49,1312.35,399.9,84,32,Winter,S613
T08085,2024-06-05,P7673,Improve Team Sports,Sports,Team Sports,Standard,West,7,351.99,63.52,184.36,2019.29,728.77,94,150,Spring,S899
T08086,2024-12-14,P1232,Gas Accessories,Electronics,Accessories,Premium,North,10,205.82,9.05,113.38,1967.7,833.9,11,44,Spring,S517
T08087,2024-08-13,P9341,Parent Laptops,Electronics,Laptops,Premium,South,8,193.26,26.52,114.89,1333.92,414.8,50,149,Spring,S117
T08088,2024-09-16,P2568,Through Women,Clothing,Women,Budget,North,3,255.47,43.55,184.41,635.76,82.53,6,177,Summer,S647
T08089,2025-03-13,P5594,Court Appliances,Home,Appliances,Budget,West,10,471.55,54.96,263.07,4165.9,1535.2,49,78,Winter,S108
T08090,2025-04-09,P5714,Image Laptops,Electronics,Laptops,Budget,North,9,459.84,40.43,366.58,3774.69,475.47,64,74,Winter,S502
T08091,2025-01-21,P7752,West Fitness,Sports,Fitness,Standard,South,3,491.99,37.52,376.94,1363.41,232.59,40,72,Spring,S801
T08092,2025-02-18,P2547,Thank Decor,Home,Decor,Premium,West,9,430.92,56.4,217.58,3370.68,1412.46,16,132,Spring,S237
T08093,2024-05-05,P6609,Out Accessories,Electronics,Accessories,Premium,West,7,45.22,7.62,24.88,263.2,89.04,93,111,Summer,S566
T08094,2025-02-02,P1393,Thousand Accessories,Electronics,Accessories,Standard,West,10,198.34,30.33,156.65,1680.1,113.6,50,39,Autumn,S816
T08095,2025-02-17,P9095,Citizen Accessories,Electronics,Accessories,Budget,West,8,119.6,6.2,66.42,907.2,375.84,30,66,Summer,S371
T08096,2025-03-06,P3954,Trouble Furniture,Home,Furniture,Premium,East,6,482.56,13.72,282.85,2813.04,1115.94,27,153,Winter,S238
T08097,2024-06-10,P8989,Another Accessories,Electronics,Accessories,Budget,South,2,189.45,37.23,108.29,304.44,87.86,29,6,Summer,S347
T08098,2024-11-03,P9171,Against Furniture,Home,Furniture,Premium,North,7,456.47,14.26,321.43,3095.47,845.46,94,179,Spring,S874
T08099,2024-08-01,P2009,Month Women,Clothing,Women,Premium,East,8,95.69,2.05,51.86,749.12,334.24,49,168,Summer,S972
T08100,2025-03-09,P9944,Down Men,Clothing,Men,Standard,North,5,69.85,11.34,42.61,292.55,79.5,14,132,Winter,S623
T08101,2025-02-04,P1582,Maintain Women,Clothing,Women,Budget,East,10,420.59,14.81,234.2,4057.8,1715.8,11,171,Summer,S705
T08102,2025-04-11,P5269,Sit Outdoor,Sports,Outdoor,Premium,West,10,244.14,3.25,167.36,2408.9,735.3,58,148,Summer,S109
T08103,2024-09-15,P1447,Whose Men,Clothing,Men,Standard,South,6,421.77,25.83,244.4,2375.64,909.24,58,149,Winter,S192
T08104,2025-04-16,P6371,Training Decor,Home,Decor,Standard,East,6,309.0,51.18,229.43,1546.92,170.34,73,68,Summer,S630
T08105,2025-03-17,P9342,Health Men,Clothing,Men,Standard,South,5,175.76,16.07,128.37,798.45,156.6,82,163,Summer,S317
T08106,2024-10-20,P8716,Old Appliances,Home,Appliances,Standard,West,7,77.52,12.96,54.5,451.92,70.42,94,141,Summer,S725
T08107,2025-04-02,P9641,Hair Smartphones,Electronics,Smartphones,Budget,West,5,139.59,15.07,102.58,622.6,109.7,44,35,Autumn,S103
T08108,2024-09-08,P7090,Strong Outdoor,Sports,Outdoor,Budget,South,6,122.16,4.03,65.57,708.78,315.36,97,131,Summer,S849
T08109,2024-12-21,P1571,Staff Accessories,Electronics,Accessories,Premium,North,8,372.59,34.97,214.79,2700.96,982.64,32,80,Winter,S123
T08110,2024-08-02,P7329,Author Laptops,Electronics,Laptops,Budget,West,4,343.9,59.56,247.93,1137.36,145.64,54,90,Winter,S114
T08111,2024-08-22,P9232,Force Laptops,Electronics,Laptops,Budget,South,3,433.02,44.1,310.24,1166.76,236.04,62,125,Summer,S316
T08112,2025-02-22,P5053,Really Men,Clothing,Men,Premium,South,5,419.09,20.13,271.29,1994.8,638.35,77,47,Spring,S280
T08113,2025-04-15,P1687,Cause Smartphones,Electronics,Smartphones,Standard,East,4,253.59,43.47,202.19,840.48,31.72,2,22,Winter,S986
T08114,2024-05-06,P5317,Democrat Decor,Home,Decor,Premium,East,7,402.14,75.43,214.43,2286.97,785.96,70,66,Spring,S951
T08115,2025-03-18,P7661,Son Women,Clothing,Women,Budget,East,6,396.71,5.47,316.33,2347.44,449.46,66,96,Autumn,S955
T08116,2025-03-27,P4331,Grow Men,Clothing,Men,Premium,West,5,398.96,20.52,250.11,1892.2,641.65,52,123,Summer,S469
T08117,2024-08-23,P1937,Report Women,Clothing,Women,Standard,East,5,430.53,57.37,306.68,1865.8,332.4,100,84,Autumn,S968
T08118,2024-10-30,P3229,Certain Fitness,Sports,Fitness,Standard,North,8,224.43,0.55,159.45,1791.04,515.44,1,175,Autumn,S541
T08119,2025-05-05,P6540,College Appliances,Home,Appliances,Standard,West,4,214.4,19.01,110.45,781.56,339.76,70,40,Summer,S508
T08120,2025-04-14,P6070,Candidate Appliances,Home,Appliances,Budget,West,3,318.3,51.24,169.95,801.18,291.33,57,19,Autumn,S950
T08121,2025-02-18,P7929,Trial Men,Clothing,Men,Premium,North,10,387.69,7.2,262.53,3804.9,1179.6,59,39,Spring,S381
T08122,2024-11-18,P2748,See Appliances,Home,Appliances,Budget,East,6,102.84,0.05,73.12,616.74,178.02,97,116,Summer,S806
T08123,2025-01-22,P5299,Tell Fitness,Sports,Fitness,Premium,South,9,405.6,4.49,303.09,3609.99,882.18,98,119,Spring,S171
T08124,2024-12-14,P2960,Mouth Decor,Home,Decor,Standard,East,10,301.97,50.11,152.64,2518.6,992.2,1,107,Spring,S722
T08125,2025-02-21,P2511,Begin Team Sports,Sports,Team Sports,Standard,South,4,317.05,39.34,198.33,1110.84,317.52,1,26,Autumn,S556
T08126,2024-07-03,P8403,Image Decor,Home,Decor,Budget,West,5,440.52,34.38,302.03,2030.7,520.55,37,10,Summer,S995
T08127,2024-10-09,P7239,Including Laptops,Electronics,Laptops,Budget,North,7,285.08,19.64,149.85,1858.08,809.13,9,142,Winter,S950
T08128,2024-05-21,P2927,Lot Outdoor,Sports,Outdoor,Premium,South,10,267.31,49.21,153.21,2181.0,648.9,12,77,Summer,S351
T08129,2025-01-17,P3905,That Laptops,Electronics,Laptops,Budget,West,5,356.25,13.95,284.87,1711.5,287.15,80,174,Spring,S175
T08130,2024-12-17,P3646,Firm Furniture,Home,Furniture,Standard,South,3,294.89,31.46,197.68,790.29,197.25,80,143,Winter,S195
T08131,2024-09-29,P6904,Box Team Sports,Sports,Team Sports,Premium,South,6,170.7,3.77,117.27,1001.58,297.96,53,139,Summer,S823
T08132,2024-07-13,P4954,Democrat Men,Clothing,Men,Budget,South,10,408.99,10.22,265.9,3987.7,1328.7,7,27,Summer,S230
T08133,2025-04-03,P5701,Onto Team Sports,Sports,Team Sports,Premium,South,2,94.62,5.07,58.31,179.1,62.48,77,144,Summer,S836
T08134,2024-09-19,P9599,Interesting Smartphones,Electronics,Smartphones,Budget,North,2,293.25,43.42,179.96,499.66,139.74,34,131,Winter,S857
T08135,2024-12-30,P8092,Quality Smartphones,Electronics,Smartphones,Budget,North,9,277.15,50.73,208.86,2037.78,158.04,8,89,Spring,S570
T08136,2024-06-23,P4069,Sell Men,Clothing,Men,Standard,West,2,268.47,48.29,164.87,440.36,110.62,0,179,Winter,S417
T08137,2024-11-21,P1274,Wear Outdoor,Sports,Outdoor,Budget,West,6,155.61,1.04,124.2,927.42,182.22,70,145,Winter,S228
T08138,2025-03-13,P1063,Soldier Team Sports,Sports,Team Sports,Premium,West,4,111.2,2.96,88.65,432.96,78.36,59,131,Winter,S137
T08139,2024-08-24,P6502,House Kids,Clothing,Kids,Standard,West,7,70.54,10.59,53.04,419.65,48.37,88,160,Spring,S631
T08140,2025-04-16,P4018,Positive Smartphones,Electronics,Smartphones,Standard,North,4,386.71,31.33,231.0,1421.52,497.52,35,46,Summer,S230
T08141,2025-03-21,P1089,To Accessories,Electronics,Accessories,Budget,West,5,173.21,7.13,131.34,830.4,173.7,76,139,Summer,S967
T08142,2024-10-15,P4499,Need Laptops,Electronics,Laptops,Premium,South,10,339.79,10.84,233.46,3289.5,954.9,91,93,Summer,S882
T08143,2025-02-24,P3564,Ten Fitness,Sports,Fitness,Budget,South,1,338.63,7.88,254.89,330.75,75.86,0,130,Summer,S509
T08144,2024-10-18,P4993,Ever Kids,Clothing,Kids,Premium,West,4,141.15,22.5,100.58,474.6,72.28,57,35,Summer,S540
T08145,2025-03-05,P2971,Stock Women,Clothing,Women,Premium,North,10,35.33,2.74,26.81,325.9,57.8,87,121,Autumn,S433
T08146,2024-09-13,P1991,Reality Appliances,Home,Appliances,Premium,South,1,322.97,25.38,210.22,297.59,87.37,43,45,Winter,S356
T08147,2024-12-10,P2971,Adult Outdoor,Sports,Outdoor,Premium,South,7,10.58,0.29,8.4,72.03,13.23,90,84,Summer,S835
T08148,2024-10-10,P3394,Already Appliances,Home,Appliances,Premium,West,1,392.38,33.95,257.38,358.43,101.05,44,24,Spring,S754
T08149,2024-08-24,P3125,Perhaps Team Sports,Sports,Team Sports,Premium,West,7,68.67,12.62,35.84,392.35,141.47,67,55,Spring,S943
T08150,2024-10-28,P8789,Risk Women,Clothing,Women,Premium,South,4,196.17,17.44,99.06,714.92,318.68,3,144,Summer,S210
T08151,2024-10-13,P6013,Whom Furniture,Home,Furniture,Premium,South,9,284.35,19.33,191.37,2385.18,662.85,9,174,Summer,S338
T08152,2025-02-07,P1035,Easy Outdoor,Sports,Outdoor,Standard,North,5,422.2,65.83,323.58,1781.85,163.95,81,102,Winter,S225
T08153,2024-06-25,P4435,Young Accessories,Electronics,Accessories,Budget,West,9,447.71,74.02,232.7,3363.21,1268.91,11,159,Summer,S971
T08154,2024-06-18,P8445,So Appliances,Home,Appliances,Standard,East,6,17.86,0.32,9.62,105.24,47.52,10,26,Winter,S346
T08155,2024-08-08,P8239,Social Men,Clothing,Men,Budget,West,8,257.18,41.58,166.92,1724.8,389.44,55,74,Winter,S594
T08156,2025-03-12,P8383,Information Team Sports,Sports,Team Sports,Standard,East,2,355.09,15.6,238.29,678.98,202.4,28,100,Summer,S345
T08157,2024-06-24,P8021,Water Women,Clothing,Women,Budget,East,7,124.72,15.95,67.4,761.39,289.59,32,68,Autumn,S803
T08158,2024-08-13,P8719,Other Furniture,Home,Furniture,Premium,South,5,179.25,31.53,112.02,738.6,178.5,66,23,Summer,S351
T08159,2024-11-26,P7136,Wait Smartphones,Electronics,Smartphones,Standard,North,7,431.72,64.79,283.75,2568.51,582.26,64,96,Summer,S463
T08160,2025-02-01,P1022,May Smartphones,Electronics,Smartphones,Budget,East,4,357.14,41.05,238.87,1264.36,308.88,83,84,Spring,S965
T08161,2025-02-16,P8968,Customer Accessories,Electronics,Accessories,Standard,South,8,242.7,28.29,168.98,1715.28,363.44,63,26,Winter,S841
T08162,2024-08-16,P8119,For Smartphones,Electronics,Smartphones,Premium,East,7,398.3,34.23,209.23,2548.49,1083.88,42,85,Summer,S865
T08163,2024-07-24,P6815,Wide Decor,Home,Decor,Premium,North,9,272.48,44.03,157.8,2056.05,635.85,72,51,Spring,S895
T08164,2024-07-31,P5685,Most Accessories,Electronics,Accessories,Budget,North,4,153.14,4.81,108.93,593.32,157.6,73,62,Spring,S244
T08165,2024-09-22,P9369,Rate Laptops,Electronics,Laptops,Budget,North,3,424.24,52.41,233.47,1115.49,415.08,25,161,Summer,S826
T08166,2025-03-03,P3579,Easy Smartphones,Electronics,Smartphones,Premium,South,7,106.98,13.66,61.15,653.24,225.19,14,67,Autumn,S270
T08167,2024-05-22,P9427,Similar Smartphones,Electronics,Smartphones,Budget,North,10,119.15,10.07,80.71,1090.8,283.7,58,70,Autumn,S135
T08168,2024-12-29,P5465,Fish Furniture,Home,Furniture,Standard,North,2,479.1,28.21,313.27,901.78,275.24,34,23,Spring,S494
T08169,2024-09-03,P4897,Place Kids,Clothing,Kids,Premium,West,2,433.3,37.18,270.54,792.24,251.16,89,158,Spring,S866
T08170,2024-11-11,P5116,Note Accessories,Electronics,Accessories,Premium,South,8,488.18,92.12,282.6,3168.48,907.68,74,32,Autumn,S917
T08171,2024-08-28,P8939,Oil Furniture,Home,Furniture,Standard,South,8,123.35,15.93,63.83,859.36,348.72,31,127,Summer,S286
T08172,2024-10-06,P2591,Yourself Fitness,Sports,Fitness,Premium,South,7,427.71,9.02,221.32,2930.83,1381.59,29,135,Winter,S971
T08173,2024-10-14,P4969,Hear Smartphones,Electronics,Smartphones,Standard,West,5,493.68,76.56,299.38,2085.6,588.7,37,120,Summer,S536
T08174,2024-06-22,P3625,A Women,Clothing,Women,Standard,North,9,492.51,74.88,251.06,3758.67,1499.13,58,81,Spring,S187
T08175,2025-02-17,P1231,Career Appliances,Home,Appliances,Premium,East,6,84.81,5.6,54.69,475.26,147.12,31,125,Winter,S368
T08176,2024-09-15,P8801,Support Men,Clothing,Men,Standard,North,6,147.1,28.17,89.31,713.58,177.72,17,9,Spring,S956
T08177,2024-06-10,P9049,Reduce Women,Clothing,Women,Budget,West,7,177.67,16.57,121.13,1127.7,279.79,40,16,Winter,S754
T08178,2025-03-18,P7541,Better Kids,Clothing,Kids,Premium,West,8,487.1,64.73,369.65,3378.96,421.76,98,154,Spring,S970
T08179,2024-07-28,P9298,Exist Accessories,Electronics,Accessories,Budget,East,5,367.39,66.1,258.58,1506.45,213.55,40,150,Winter,S148
T08180,2025-02-10,P6820,Lead Men,Clothing,Men,Premium,East,3,494.52,60.31,269.03,1302.63,495.54,24,82,Spring,S670
T08181,2024-12-22,P8732,Might Appliances,Home,Appliances,Budget,East,4,274.63,27.44,218.0,988.76,116.76,43,137,Spring,S130
T08182,2024-05-19,P5788,Purpose Smartphones,Electronics,Smartphones,Standard,South,7,278.96,29.96,153.38,1743.0,669.34,70,65,Summer,S939
T08183,2024-10-11,P9615,Address Team Sports,Sports,Team Sports,Premium,South,4,474.94,48.03,310.58,1707.64,465.32,92,57,Winter,S415
T08184,2025-02-13,P7020,Hotel Kids,Clothing,Kids,Budget,East,5,256.77,24.18,157.48,1162.95,375.55,78,106,Summer,S330
T08185,2024-06-10,P3576,Low Laptops,Electronics,Laptops,Premium,North,7,422.37,47.53,232.75,2623.88,994.63,93,105,Winter,S968
T08186,2025-01-30,P9763,Feel Laptops,Electronics,Laptops,Standard,West,6,361.31,6.66,212.04,2127.9,855.66,4,163,Autumn,S200
T08187,2024-07-18,P4646,Go Furniture,Home,Furniture,Budget,West,7,290.07,1.13,219.29,2022.58,487.55,29,122,Autumn,S516
T08188,2024-10-31,P6728,Information Women,Clothing,Women,Budget,South,7,172.15,26.03,124.25,1022.84,153.09,15,41,Winter,S800
T08189,2024-11-13,P2715,Address Accessories,Electronics,Accessories,Premium,North,10,290.93,7.26,229.92,2836.7,537.5,23,81,Summer,S552
T08190,2024-08-11,P6687,History Team Sports,Sports,Team Sports,Standard,East,3,307.49,1.38,182.01,918.33,372.3,3,161,Autumn,S844
T08191,2025-03-21,P5382,Without Outdoor,Sports,Outdoor,Budget,North,6,102.13,3.43,80.46,592.2,109.44,34,22,Winter,S299
T08192,2024-06-22,P7753,Whole Fitness,Sports,Fitness,Premium,East,8,489.46,23.83,351.81,3725.04,910.56,90,177,Winter,S869
T08193,2024-11-06,P7004,Garden Men,Clothing,Men,Budget,East,3,413.39,60.77,314.1,1057.86,115.56,94,15,Summer,S356
T08194,2024-12-26,P8847,Figure Furniture,Home,Furniture,Standard,West,1,156.4,11.54,78.23,144.86,66.63,42,10,Spring,S110
T08195,2025-02-21,P2360,Prepare Appliances,Home,Appliances,Premium,West,4,43.1,3.8,27.9,157.2,45.6,37,12,Spring,S451
T08196,2025-04-04,P6096,Decision Women,Clothing,Women,Standard,South,5,303.08,21.39,167.58,1408.45,570.55,99,78,Autumn,S258
T08197,2024-12-12,P2932,Doctor Outdoor,Sports,Outdoor,Budget,North,10,391.78,5.1,237.82,3866.8,1488.6,63,124,Summer,S264
T08198,2024-12-26,P3741,At Laptops,Electronics,Laptops,Premium,East,7,275.72,12.99,206.91,1839.11,390.74,81,28,Autumn,S203
T08199,2024-07-18,P8806,Great Decor,Home,Decor,Premium,South,4,498.71,18.81,369.62,1919.6,441.12,47,150,Spring,S620
T08200,2024-08-13,P1258,Sure Furniture,Home,Furniture,Budget,East,2,335.46,50.53,169.89,569.86,230.08,57,83,Autumn,S724
T08201,2024-05-08,P1746,Discussion Laptops,Electronics,Laptops,Budget,West,9,422.26,31.16,291.46,3519.9,896.76,77,63,Spring,S653
T08202,2024-11-05,P4789,Itself Appliances,Home,Appliances,Premium,East,10,338.6,41.72,187.83,2968.8,1090.5,83,17,Autumn,S859
T08203,2025-04-03,P6374,Leave Men,Clothing,Men,Budget,South,5,77.23,6.18,44.83,355.25,131.1,14,110,Spring,S300
T08204,2024-09-12,P8035,Necessary Women,Clothing,Women,Budget,West,8,473.67,55.6,259.05,3344.56,1272.16,41,160,Spring,S465
T08205,2025-02-13,P1336,Center Furniture,Home,Furniture,Budget,South,8,146.65,19.5,84.74,1017.2,339.28,16,115,Autumn,S621
T08206,2024-11-13,P9304,Sort Decor,Home,Decor,Standard,North,3,255.33,43.33,150.09,636.0,185.73,28,107,Autumn,S471
T08207,2024-06-28,P9580,Bag Accessories,Electronics,Accessories,Standard,East,6,219.49,16.51,152.42,1217.88,303.36,3,169,Winter,S792
T08208,2025-01-07,P4380,Natural Appliances,Home,Appliances,Standard,West,2,441.76,49.59,304.22,784.34,175.9,51,62,Winter,S124
T08209,2025-01-29,P6080,Partner Fitness,Sports,Fitness,Premium,West,2,283.7,41.3,187.32,484.8,110.16,30,129,Summer,S456
T08210,2024-08-11,P9827,Rise Team Sports,Sports,Team Sports,Premium,West,10,295.76,40.0,229.84,2557.6,259.2,82,44,Autumn,S418
T08211,2024-07-20,P8284,Simple Fitness,Sports,Fitness,Premium,East,7,175.4,27.58,90.15,1034.74,403.69,12,17,Summer,S504
